[2026-03-03 04:27:36] LOGIN_FAILED {"reason":"user_not_found","identifier":"ma**********@company.ph","ip":"cli","ua":"unknown"}
[2026-03-18 11:47:53] LOGIN_INFO {"reason":"seed_user_provisioned","identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-18 11:47:53] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-19 05:45:50] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-23 05:45:24] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-26 11:25:16] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 06:04:41] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:56:44] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:56:47] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:56:51] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:56:54] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:56:57] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:57:01] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:57:04] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:57:06] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:57:12] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:57:16] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:57:19] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-03-30 10:57:22] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-04-06 06:14:59] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-04-08 05:47:30] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-04-08 06:28:35] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"127.0.0.1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-04-08 06:36:33] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-04-13 05:50:20] LOGIN_INFO {"reason":"seed_user_provisioned","identifier":"an*********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-04-13 05:50:21] LOGIN_SUCCESS {"user_id":24,"identifier":"an*********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-04-13 09:16:18] LOGIN_SUCCESS {"user_id":24,"identifier":"an*********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"}
[2026-04-15 05:28:05] LOGIN_SUCCESS {"user_id":24,"identifier":"an*********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"}
<<<<<<< HEAD
[2026-04-15 07:40:38] LOGIN_SUCCESS {"user_id":23,"identifier":"ju**********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"}
[2026-04-16 07:21:14] LOGIN_SUCCESS {"user_id":24,"identifier":"an*********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"}
=======
>>>>>>> cd9f9479c48f3a6750f1d0e4d4de78cb39bf9d7b
[2026-04-20 05:51:18] LOGIN_SUCCESS {"user_id":24,"identifier":"an*********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"}
[2026-04-20 06:06:37] LOGIN_SUCCESS {"user_id":24,"identifier":"an*********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"}
[2026-04-21 07:05:47] LOGIN_SUCCESS {"user_id":24,"identifier":"an*********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"}
[2026-04-22 05:32:47] LOGIN_SUCCESS {"user_id":24,"identifier":"an*********@dotr.gov.ph","table":"users","ip":"::1","ua":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"}
